
Rank;Global Rank;Institution;Country;Sector
567;735;Universidad Central del Ecuador;ECU;Higher educ.
567;735;Korea Polytechnic University;KOR;Higher educ.
567;735;Izmir Katip Celebi University *;TUR;Higher educ.
567;735;University of Quebec at Chicoutimi;CAN;Higher educ.
567;735;Universidad Juarez del Estado de Durango;MEX;Higher educ.
567;735;The Maharaja Sayajirao University of Baroda;IND;Higher educ.
567;735;Changwon National University;KOR;Higher educ.
567;735;Universidad Nacional de Tucuman *;ARG;Higher educ.
567;735;Islamic Azad University, Najafabad Branch;IRN;Higher educ.
567;735;Universidade dos Acores;PRT;Higher educ.
567;735;Campbell University;USA;Higher educ.
567;735;University of Quebec at Rimouski;CAN;Higher educ.
567;735;Naresuan University;THA;Higher educ.
567;735;Edge Hill University;GBR;Higher educ.
567;735;Universidad ICESI;COL;Higher educ.
567;735;Sriwijaya University;IDN;Higher educ.
568;736;Technical University of Cluj-Napoca;ROU;Higher educ.
568;736;Kazimierz Wielki University;POL;Higher educ.
568;736;Idaho State University;USA;Higher educ.
568;736;Indian Institute of Technology;IND;Higher educ.
568;736;Hofstra University *;USA;Higher educ.
568;736;University of Aizu;JPN;Higher educ.
568;736;Abant Izzet Baysal University *;TUR;Higher educ.
568;736;Kochi University of Technology;JPN;Higher educ.
568;736;Henan Institute of Science and Technology;CHN;Higher educ.
568;736;Jaypee University of Information Technology;IND;Higher educ.
568;736;Jonkoping University;SWE;Higher educ.
568;736;University of Medicine and Pharmacy of Targu Mures;ROU;Higher educ.
568;736;Harbin Normal University;CHN;Higher educ.
568;736;Pontificia Universidade Catolica de Campinas;BRA;Higher educ.
568;736;Imam Abdulrahman Bin Faisal University;SAU;Higher educ.
568;736;Universidad de Colima;MEX;Higher educ.
568;736;University of Rzeszow;POL;Higher educ.
569;737;Universidad San Sebastian;CHL;Higher educ.
569;737;The American University in Cairo;EGY;Higher educ.
569;737;Bangabandhu Sheikh Mujibur Rahman Agricultural University;BGD;Higher educ.
569;737;Instituto Politecnico de Leiria;PRT;Higher educ.
569;737;Politehnica University of Timisoara;ROU;Higher educ.
569;737;Liaoning University;CHN;Higher educ.
569;737;Mustafa Kemal University *;TUR;Higher educ.
569;737;Xi'an University of Technology;CHN;Higher educ.
569;737;Urmia University;IRN;Higher educ.
569;737;Universidad de Atacama;CHL;Higher educ.
569;737;N.I. Lobachevsky State University of Nizhni Novgorod;RUS;Higher educ.
569;737;Universidade Federal do Estado do Rio de Janeiro;BRA;Higher educ.
569;737;Sophia University;JPN;Higher educ.
569;737;National Kaohsiung University of Applied Sciences;TWN;Higher educ.
569;737;Maharshi Dayanand University;IND;Higher educ.
569;737;European University of Cyprus;CYP;Higher educ.
569;737;Sathyabama Institute of Science and Technology;IND;Higher educ.
569;737;Teachers College, Columbia University;USA;Higher educ.
569;737;Aswan University;EGY;Higher educ.
569;737;Al-Anbar University;IRQ;Higher educ.
570;738;Universite d Abomey Calavi;BEN;Higher educ.
570;738;Lebanese University;LBN;Higher educ.
570;738;K.N.Toosi University of Technology;IRN;Higher educ.
570;738;Gakushuin University;JPN;Higher educ.
570;738;Jishou University;CHN;Higher educ.
570;738;Suleyman Demirel University, Isparta;TUR;Higher educ.
570;738;University of Mazandaran;IRN;Higher educ.
570;738;Trinity College, Hartford;USA;Higher educ.
570;738;Kharazmi University;IRN;Higher educ.
570;738;Universidad Autonoma de Tlaxcala;MEX;Higher educ.
570;738;University of Malaysia, Terengganu;MYS;Higher educ.
570;738;Jiwaji University;IND;Higher educ.
570;738;University of South Wales;GBR;Higher educ.
570;738;Tamkang University;TWN;Higher educ.
571;739;Harran University;TUR;Higher educ.
571;739;California State University, Fullerton;USA;Higher educ.
571;739;Universitas Negeri Semarang;IDN;Higher educ.
571;739;Kyonggi University;KOR;Higher educ.
571;739;Zhejiang University of Science and Technology;CHN;Higher educ.
571;739;Taif University;SAU;Higher educ.
571;739;The University of Winnipeg;CAN;Higher educ.
571;739;Tomas Bata University in Zlin;CZE;Higher educ.
571;739;Universidad Nacional de Rio Cuarto;ARG;Higher educ.
571;739;Universidad Tecnologica de Pereira *;COL;Higher educ.
571;739;Osaka Institute of Technology;JPN;Higher educ.
572;740;Haute Ecole Specialisee Bernoise;CHE;Higher educ.
572;740;Vyatka State University;RUS;Higher educ.
572;740;Ton Duc Thang University;VNM;Higher educ.
572;740;Shanghai University of Sport;CHN;Higher educ.
572;740;Eskisehir Osmangazi University *;TUR;Higher educ.
572;740;Hanze University of Applied Sciences, Groningen;NLD;Higher educ.
572;740;National Kaohsiung Marine University;TWN;Higher educ.
572;740;Universidad Autonoma de Sinaloa;MEX;Higher educ.
572;740;Babol University of Medical Sciences;IRN;Higher educ.
572;740;Rajshahi University;BGD;Higher educ.
572;740;Central Michigan University;USA;Higher educ.
572;740;Yunnan Normal University;CHN;Higher educ.
572;740;University of Zielona Gora;POL;Higher educ.
572;740;University of Zimbabwe;ZWE;Higher educ.
572;740;Cyprus University of Technology;CYP;Higher educ.
572;740;University of West Bohemia;CZE;Higher educ.
572;740;University of Rajasthan;IND;Higher educ.
572;740;Middlebury College;USA;Higher educ.
572;740;University of Gavle;SWE;Higher educ.
573;741;University of Chester;GBR;Higher educ.
573;741;Universite Djillali Liabes de Sidi Bel Abbes;DZA;Higher educ.
573;741;Hebei Normal University;CHN;Higher educ.
573;741;University of Social Welfare and Rehabilitation Sciences;IRN;Higher educ.
573;741;Universidad Nacional de Salta *;ARG;Higher educ.
573;741;Walter Sisulu University;ZAF;Higher educ.
573;741;Universite de Dschang;CMR;Higher educ.
573;741;The University of Northampton;GBR;Higher educ.
573;741;Muroran Institute of Technology;JPN;Higher educ.
573;741;Can Tho University;VNM;Higher educ.
573;741;Hebei Agricultural University;CHN;Higher educ.
573;741;Sri Krishnadevaraya University;IND;Higher educ.
573;741;Pontificia Universidad Catolica Argentina Santa Maria de los Buenos Aires;ARG;Higher educ.
573;741;Nelson Mandela Metropolitan University;ZAF;Higher educ.
573;741;Shanghai Maritime University;CHN;Higher educ.
573;741;Wuhan Polytechnic University;CHN;Higher educ.
573;741;University of Social Sciences and Humanities;POL;Higher educ.
573;741;University of Kurdistan, Sanandaj;IRN;Higher educ.
573;741;Haramaya University;ETH;Higher educ.
573;741;Nagasaki Institute of Applied Science;JPN;Higher educ.
573;741;University of Malaysia, Kelantan;MYS;Higher educ.
573;741;Al-Mustansiriya University;IRQ;Higher educ.
573;741;Jiaxing University;CHN;Higher educ.
574;742;Liaoning University of Technology;CHN;Higher educ.
574;742;Carleton College;USA;Higher educ.
574;742;Chittagong University of Engineering and Technology;BGD;Higher educ.
574;742;Universidad Pontificia Bolivariana *;COL;Higher educ.
574;742;Zhengzhou University of Light Industry;CHN;Higher educ.
574;742;Laurentian University;CAN;Higher educ.
574;742;Universidad Autonoma Chapingo;MEX;Higher educ.
574;742;Universidad de La Habana;CUB;Higher educ.
574;742;University of Maragheh;IRN;Higher educ.
574;742;Federal University of Technology Akure;NGA;Higher educ.
574;742;Opole University;POL;Higher educ.
574;742;National Taipei University;TWN;Higher educ.
574;742;Universidade Estadual de Feira de Santana;BRA;Higher educ.
574;742;Missouri State University;USA;Higher educ.
574;742;Federation University;AUS;Higher educ.
574;742;Fundacao Universidade Regional de Blumenau;BRA;Higher educ.
574;742;Hunan University of Science and Technology;CHN;Higher educ.
574;742;Universidade Federal do Acre;BRA;Higher educ.
575;743;University of Vaasa;FIN;Higher educ.
575;743;Lanzhou University of Technology;CHN;Higher educ.
575;743;Fasa University of Medical Sciences;IRN;Higher educ.
575;743;Birmingham City University;GBR;Higher educ.
575;743;Beijing University of Agriculture;CHN;Higher educ.
575;743;Shahroud University of Medical Sciences;IRN;Higher educ.
575;743;University of Sri Jayewardenepura;LKA;Higher educ.
575;743;Universidade de Fortaleza;BRA;Higher educ.
575;743;Indian Institute of Technology, Hyderabad;IND;Higher educ.
575;743;National Center for Theoretical Sciences;TWN;Higher educ.
575;743;Chongqing University of Arts and Sciences;CHN;Higher educ.
575;743;Towson University;USA;Higher educ.
575;743;Islamic Azad University of Kermanshah;IRN;Higher educ.
575;743;Manhattan College;USA;Higher educ.
575;743;Guilin University of Electronic Technology;CHN;Higher educ.
575;743;Loyola Marymount University;USA;Higher educ.
575;743;Universidad Nacional del Centro de la Provincia de Buenos Aires *;ARG;Higher educ.
575;743;University of Oradea;ROU;Higher educ.
575;743;British University in Egypt;EGY;Higher educ.
575;743;Qiqihar University;CHN;Higher educ.
575;743;Shanghai University of Engineering Science;CHN;Higher educ.
575;743;Hanken School of Economics;FIN;Higher educ.
575;743;Pamukkale University;TUR;Higher educ.
575;743;Islamic Azad University, Rasht;IRN;Higher educ.
575;743;Kenyatta University;KEN;Higher educ.
575;743;Saint Mary's University;CAN;Higher educ.
575;743;Tomsk State Pedagogical University;RUS;Higher educ.
576;744;A.T. Still University;USA;Higher educ.
576;744;Pontificia Universidade Catolica de Goias;BRA;Higher educ.
576;744;Hawassa University;ETH;Higher educ.
576;744;Universite de Carthage;TUN;Higher educ.
576;744;University of Nigeria;NGA;Higher educ.
576;744;Adiyaman University;TUR;Higher educ.
576;744;National Institute of Technology Jamshedpur;IND;Higher educ.
576;744;University of Azad Jammu and Kashmir;PAK;Higher educ.
576;744;Universidad Pontificia Comillas;ESP;Higher educ.
576;744;Amity University;IND;Higher educ.
576;744;Universidade Paulista;BRA;Higher educ.
576;744;Birjand University of Medical Sciences;IRN;Higher educ.
576;744;Andalas University;IDN;Higher educ.
576;744;High Point University;USA;Higher educ.
576;744;Western Kentucky University;USA;Higher educ.
576;744;Tyumen Industrial University;RUS;Higher educ.
576;744;Bu-Ali Sina University;IRN;Higher educ.
576;744;Alzahra University;IRN;Higher educ.
576;744;Toyo University;JPN;Higher educ.
576;744;Toyota Technological Institute, Japan;JPN;Higher educ.
576;744;Assam University;IND;Higher educ.
577;745;Arak University of Medical Sciences;IRN;Higher educ.
577;745;Jiangxi University of Traditional Chinese Medicine;CHN;Higher educ.
577;745;Jazan University;SAU;Higher educ.
577;745;Babasaheb Bhimrao Ambedkar University;IND;Higher educ.
577;745;Cumhuriyet University *;TUR;Higher educ.
577;745;Padjadjaran University;IDN;Higher educ.
577;745;Islamic Azad University, Qaemshahr;IRN;Higher educ.
577;745;Facultad Latinoamericana de Ciencias Sociales *;MUL;Higher educ.
577;745;Universite Cheikh Anta Diop de Dakar;SEN;Higher educ.
577;745;Shahid Chamran University;IRN;Higher educ.
577;745;Hiroshima Institute of Technology;JPN;Higher educ.
577;745;Shahrekord University;IRN;Higher educ.
577;745;Karunya University;IND;Higher educ.
577;745;Bialystok University of Technology;POL;Higher educ.
577;745;James Madison University;USA;Higher educ.
577;745;Hong Kong Institute of Education;HKG;Higher educ.
577;745;Shenyang University of Chemical Technology;CHN;Higher educ.
577;745;Indian Institute of Technology, Patna;IND;Higher educ.
577;745;Plekhanov Russian University of Economics;RUS;Higher educ.
577;745;Islamic Azad University, Shahrekord Branch;IRN;Higher educ.
577;745;Kafr El-Sheikh University;EGY;Higher educ.
577;745;Universite de Monastir;TUN;Higher educ.
578;746;KL University;IND;Higher educ.
578;746;Indiana State University;USA;Higher educ.
578;746;University of Taipei;TWN;Higher educ.
578;746;Morgan State University;USA;Higher educ.
578;746;Banasthali University;IND;Higher educ.
578;746;University of West London;GBR;Higher educ.
578;746;Chang Jung Christian University;TWN;Higher educ.
578;746;Bucknell University;USA;Higher educ.
578;746;Siberian State Medical University;RUS;Higher educ.
578;746;Instituto Tecnologico Metropolitano;COL;Higher educ.
578;746;Universidad San Francisco de Quito;ECU;Higher educ.
578;746;University of Alaska, Anchorage;USA;Higher educ.
578;746;Tenaga National University;MYS;Higher educ.
578;746;Hunan University of Technology;CHN;Higher educ.
578;746;Zabol University of Medical Sciences;IRN;Higher educ.
578;746;Guangxi University for Nationalities;CHN;Higher educ.
578;746;Middle Tennessee State University;USA;Higher educ.
578;746;Universidad Juarez Autonoma de Tabasco;MEX;Higher educ.
578;746;Ludong University;CHN;Higher educ.
579;747;Mimar Sinan Guzel Sanatlar Universitesi;TUR;Higher educ.
579;747;Universidad Militar Nueva Granada;COL;Higher educ.
579;747;University of Kalyani;IND;Higher educ.
579;747;Universidad del Cauca *;COL;Higher educ.
579;747;Guangxi Teacher Education University;CHN;Higher educ.
579;747;National Institute of Technology Karnataka;IND;Higher educ.
579;747;Inner Mongolia University for Nationalities;CHN;Higher educ.
579;747;University of Engineering and Technology, Lahore;PAK;Higher educ.
579;747;University of Notre Dame Australia;AUS;Higher educ.
579;747;Prince Sultan University;SAU;Higher educ.
579;747;Bowdoin College;USA;Higher educ.
579;747;Trakia University;BGR;Higher educ.
579;747;University of Mohaghegh Ardabili;IRN;Higher educ.
580;748;Mizoram University;IND;Higher educ.
580;748;Kennesaw State University;USA;Higher educ.
580;748;University of Technology Baghdad;IRQ;Higher educ.
580;748;University of Jammu;IND;Higher educ.
580;748;Liaoning Normal University;CHN;Higher educ.
580;748;University of North Carolina, Wilmington;USA;Higher educ.
580;748;University of the Philippines Diliman;PHL;Higher educ.
580;748;California State Polytechnic University, Pomona;USA;Higher educ.
580;748;Lebanese American University;LBN;Higher educ.
580;748;Rafsanjan University of Medical Sciences;IRN;Higher educ.
580;748;Universite Lumiere Lyon 2;FRA;Higher educ.
580;748;Don State Technical University;RUS;Higher educ.
581;749;Damanhour University;EGY;Higher educ.
581;749;National Chin-Yi University of Technology;TWN;Higher educ.
581;749;Ochsner Clinical School;USA;Higher educ.
581;749;Cardinal Stefan Wyszynski University in Warsaw;POL;Higher educ.
581;749;Universidad Nacional de Rio Negro;ARG;Higher educ.
581;749;St. Georges University;GRD;Higher educ.
581;749;Piri Reis University;TUR;Higher educ.
581;749;University of Quebec at Trois-Rivieres;CAN;Higher educ.
581;749;Silla University;KOR;Higher educ.
581;749;Universidade Cruzeiro do Sul;BRA;Higher educ.
581;749;Indonesia University of Education;IDN;Higher educ.
581;749;Prefectural University of Hiroshima;JPN;Higher educ.
581;749;University of Peshawar;PAK;Higher educ.
581;749;Changshu Institute of Technology;CHN;Higher educ.
581;749;University of the Philippines Manila;PHL;Higher educ.
581;749;Poznan University of Economics;POL;Higher educ.
581;749;Hosei University;JPN;Higher educ.
581;749;Kogakuin University;JPN;Higher educ.
581;749;Universidad de las Fuerzas Armadas;ECU;Higher educ.
582;750;Inonu University;TUR;Higher educ.
582;750;National University of Tainan;TWN;Higher educ.
582;750;Semnan University;IRN;Higher educ.
582;750;Allahabad University;IND;Higher educ.
582;750;Changchun University of Science and Technology;CHN;Higher educ.
582;750;Chaudhary Charan Singh University;IND;Higher educ.
582;750;University of Nicosia;CYP;Higher educ.
582;750;Shangqiu Normal University;CHN;Higher educ.
582;750;Universite d'Antananarivo;MDG;Higher educ.
582;750;The Petroleum Institute;ARE;Higher educ.
582;750;Universidad Francisco de Vitoria *;ESP;Higher educ.
582;750;Transilvania University of Brasov;ROU;Higher educ.
582;750;Bozok University *;TUR;Higher educ.
582;750;West University of Timisoara;ROU;Higher educ.
583;751;Universite de Douala;CMR;Higher educ.
583;751;Kunsan National University;KOR;Higher educ.
583;751;Universite Sidi Mohamed Ben Abdellah;MAR;Higher educ.
